$cid,CCTVID,LinkID,LookingViews_bearing,LookingViews_image,VideoStreamURL,VideoImageURL,ImageRefreshRate,LocationType,PositionLon,PositionLat,RoadID,RoadName,RoadClass,RoadDirection,RoadSection_Start,RoadSection_End,LocationMile,LayoutMapURL,SubAuthorityCode,Version
385,CCTV-N1-N-292.01-M,0000100129200D,,,,,,0,120.27465,23.281775,000010,國道1號,0,1,下營系統交流道,新營交流道,292K+010,,NFB-SR,
386,CCTV-N1-N-295.17-M,0000100129500D,,,,,,0,120.256996,23.254921,000010,國道1號,0,1,下營系統交流道,新營交流道,295K+170,,NFB-SR,
387,CCTV-N1-N-300.35-M,0000100130050D,,,,,,0,120.2375,23.211945,000010,國道1號,0,1,麻豆交流道,下營系統交流道,300K+350,,NFB-SR,
388,CCTV-N1-N-303.48-M,0000100130350D,,,,,,0,120.23583,23.18361,000010,國道1號,0,1,麻豆交流道,下營系統交流道,303K+480,,NFB-SR,
389,CCTV-N1-N-303.65-M,,,,,,,0,120.236206,23.182892,,,,,麻豆交流道,下營系統交流道,303K+650,,NFB-SR,
390,CCTV-N1-N-310.75-M,0000100131100D,,,,,,0,120.242226,23.12111,000010,國道1號,0,1,安定交流道,麻豆交流道,310K+750,,NFB-SR,
391,CCTV-N1-N-311-M,,,,,,,0,120.24689,23.120554,,,,,安定交流道,麻豆交流道,311K+000,,NFB-SR,
392,CCTV-N1-N-312.008-M,0000100131200D,,,,,,0,120.24518,23.113316,000010,國道1號,0,1,台南系統交流道,安定交流道,312K+008,,NFB-SR,
393,CCTV-N1-N-315-M,0000100131520D,,,,,,0,120.25166,23.083332,000010,國道1號,0,1,台南系統交流道,安定交流道,315K+000,,NFB-SR,
394,CCTV-N1-N-316.175-M,0000100131600D,,,,,,0,120.25255,23.076508,000010,國道1號,0,1,永康交流道,台南系統交流道,316K+175,,NFB-SR,
395,CCTV-N1-N-317.2-M,0000100131700D,,,,,,0,120.25317,23.067284,000010,國道1號,0,1,永康交流道,台南系統交流道,317K+200,,NFB-SR,
396,CCTV-N1-N-318.906-M,0000100131840D,,,,,,0,120.25316,23.05195,000010,國道1號,0,1,永康交流道,台南系統交流道,318K+906,,NFB-SR,
397,CCTV-N1-N-319.6-M,0000100131960D,,,,,,0,120.25169,23.042528,000010,國道1號,0,1,永康交流道,台南系統交流道,319K+600,,NFB-SR,
398,CCTV-N1-N-322.19-M,0000100132200D,,,,,,0,120.249954,23.02271,000010,國道1號,0,1,大灣交流道,永康交流道,322K+190,,NFB-SR,
399,CCTV-N1-N-323.009-M,0000100132300D,,,,,,0,120.250465,23.015446,000010,國道1號,0,1,大灣交流道,永康交流道,323K+009,,NFB-SR,
400,CCTV-N1-N-324.431-M,0000100132450D,,,,,,0,120.24851,22.99924,000010,國道1號,0,1,大灣交流道,永康交流道,324K+431,,NFB-SR,
401,CCTV-N1-N-326.25-M,,,,,,,0,120.24859,22.984028,,,,,仁德交流道,大灣交流道,326K+250,,NFB-SR,
402,CCTV-N1-N-327.1-M,,,,,,,0,120.24917,22.974722,,,,,仁德交流道,大灣交流道,327K+100,,NFB-SR,
403,CCTV-N1-N-327.44-M,,,,,,,0,120.250496,22.97179,,,,,仁德系統交流道,仁德交流道,327K+440,,NFB-SR,
404,CCTV-N1-N-328.15-M,0000100132850D,,,,,,0,120.2503,22.965607,000010,國道1號,0,1,仁德系統交流道,仁德交流道,328K+150,,NFB-SR,
405,CCTV-N1-N-328.78-M,0000100132900D,,,,,,0,120.249725,22.959723,000010,國道1號,0,1,仁德系統交流道,仁德交流道,328K+780,,NFB-SR,
406,CCTV-N1-N-331.2-M,0000100133100D,,,,,,0,120.251114,22.937777,000010,國道1號,0,1,仁德服務區,仁德系統交流道,331K+200,,NFB-SR,
407,CCTV-N1-N-334.49-M,0000100133400D,,,,,,0,120.26278,22.911943,000010,國道1號,0,1,仁德服務區,仁德系統交流道,334K+490,,NFB-SR,
408,CCTV-N1-N-335.15-M,,,,,,,0,120.2699,22.897585,,,,,路竹交流道,仁德服務區,335K+150,,NFB-SR,
409,CCTV-N1-N-335.201-M,0000100133520D,,,,,,0,120.26611,22.905693,000010,國道1號,0,1,路竹交流道,仁德服務區,335K+201,,NFB-SR,
410,CCTV-N1-N-337.6-M,0000100133800E,,,,,,0,120.27621,22.885626,000010,國道1號,0,1,路竹交流道,仁德服務區,337K+600,,NFB-SR,
411,CCTV-N1-N-339.293-M,0000100133940E,,,,,,0,120.28338,22.871756,000010,國道1號,0,1,高科交流道,路竹交流道,339K+293,,NFB-SR,
412,CCTV-N1-N-340.286-M,0000100134000E,,,,,,0,120.285095,22.867182,000010,國道1號,0,1,高科交流道,路竹交流道,340K+286,,NFB-SR,
413,CCTV-N1-N-342.41-M,,,,,,,0,120.295555,22.845833,,,,,岡山交流道,高科交流道,342K+410,,NFB-SR,
414,CCTV-N1-N-342.415-M,,,,,,,0,120.295685,22.84604,,,,,岡山交流道,高科交流道,342K+415,,NFB-SR,
415,CCTV-N1-N-343.5-M,0000100134360E,,,,,,0,120.30073,22.838205,000010,國道1號,0,1,岡山交流道,高科交流道,343K+500,,NFB-SR,
416,CCTV-N1-N-343.998-M,0000100134400E,,,,,,0,120.30371,22.833904,000010,國道1號,0,1,岡山交流道,高科交流道,343K+998,,NFB-SR,
417,CCTV-N1-N-345-M,0000100134500E,,,,,,0,120.30892,22.826277,000010,國道1號,0,1,岡山交流道,高科交流道,345K+000,,NFB-SR,
418,CCTV-N1-N-345.512-M,0000100134500E,,,,,,0,120.30897,22.825842,000010,國道1號,0,1,岡山交流道,高科交流道,345K+512,,NFB-SR,
419,CCTV-N1-N-347.28-M,0000100134700E,,,,,,0,120.31564,22.807274,000010,國道1號,0,1,岡山交流道,高科交流道,347K+280,,NFB-SR,
420,CCTV-N1-N-347.4-M,0000100134700E,,,,,,0,120.316185,22.805717,000010,國道1號,0,1,岡山交流道,高科交流道,347K+400,,NFB-SR,
421,CCTV-N1-N-349.15-M,0000100134950E,,,,,,0,120.319725,22.791388,000010,國道1號,0,1,岡山交流道,高科交流道,349K+150,,NFB-SR,
422,CCTV-N1-N-351.4-M,0000100135100E,,,,,,0,120.32716,22.770817,000010,國道1號,0,1,楠梓交流道,岡山交流道,351K+400,,NFB-SR,
423,CCTV-N1-N-351.99-M,0000100135200E,,,,,,0,120.32889,22.765833,000010,國道1號,0,1,楠梓交流道,岡山交流道,351K+990,,NFB-SR,
424,CCTV-N1-N-353.155-M,0000100135300E,,,,,,0,120.3332,22.756369,000010,國道1號,0,1,楠梓交流道,岡山交流道,353K+155,,NFB-SR,
425,CCTV-N1-N-353.83-M,0000100135400E,,,,,,0,120.33444,22.750277,000010,國道1號,0,1,楠梓交流道,岡山交流道,353K+830,,NFB-SR,
426,CCTV-N1-N-355.01-M,0000100135520E,,,,,,0,120.33444,22.739721,000010,國道1號,0,1,楠梓交流道,岡山交流道,355K+010,,NFB-SR,
427,CCTV-N1-N-356.74-M,0000100135700E,,,,,,0,120.33305,22.723055,000010,國道1號,0,1,鼎金系統交流道,楠梓交流道,356K+740,,NFB-SR,
428,CCTV-N1-N-357.89-M,0000100135840E,,,,,,0,120.33083,22.713888,000010,國道1號,0,1,鼎金系統交流道,楠梓交流道,357K+890,,NFB-SR,
429,CCTV-N1-N-361.65-M,0000100136200E,,,,,,0,120.32861,22.680555,000010,國道1號,0,1,鼎金系統交流道,楠梓交流道,361K+650,,NFB-SR,
430,CCTV-N1-N-364.5-M,0000100136400E,,,,,,0,120.33167,22.659822,000010,國道1號,0,1,高雄交流道,鼎金系統交流道,364K+500,,NFB-SR,
431,CCTV-N1-N-367-M,0000100136700E,,,,,,0,120.33666,22.633333,000010,國道1號,0,1,高雄交流道,鼎金系統交流道,367K+000,,NFB-SR,
432,CCTV-N1-N-367.955-M,0000100136790E,,,,,,0,120.33644,22.629593,000010,國道1號,0,1,瑞隆路交流道,高雄交流道,367K+955,,NFB-SR,
433,CCTV-N1-N-368.8-M,0000100136920E,,,,,,0,120.33722,22.617222,000010,國道1號,0,1,瑞隆路交流道,高雄交流道,368K+800,,NFB-SR,
434,CCTV-N1-N-369.763-M,0000100136920E,,,,,,0,120.33806,22.613476,000010,國道1號,0,1,五甲系統交流道,瑞隆路交流道,369K+763,,NFB-SR,
435,CCTV-N1-N-371-M,0000100137100E,,,,,,0,120.341125,22.598774,000010,國道1號,0,1,五甲交流道,五甲系統交流道,371K+000,,NFB-SR,
436,CCTV-N1-N-372.41-M,,,,,,,0,120.33229,22.588343,,,,,中山四路交流道,五甲交流道,372K+410,,NFB-SR,
437,CCTV-N1-N-372.6-M,,,,,,,0,120.33091,22.58733,,,,,中山四路交流道,五甲交流道,372K+600,,NFB-SR,
438,CCTV-N1-N-372.93-M,0000100137330E,,,,,,0,120.32854,22.585505,000010,國道1號,0,1,漁港路交流道,中山四路交流道,372K+930,,NFB-SR,
439,CCTV-N1-E-284.25-M,,,,,,,0,120.31271,23.338999,,,,,新營服務區,新營交流道,284K+250,,NFB-SR,
440,CCTV-N1K-E-0.29-M,,,,,,,0,120.30023,22.58551,,,,,58管制站,第二貨櫃中心交流道,0K+290,,unknow,
441,CCTV-N1K-E-0.92-M,,,,,,,0,120.30987,22.583105,,,,,58管制站,第二貨櫃中心交流道,0K+920,,unknow,
442,CCTV-N1K-E-0.93-M,,,,,,,0,120.30993,22.582909,,,,,58管制站,第二貨櫃中心交流道,0K+930,,unknow,
443,CCTV-N1K-E-1.84-M,,,,,,,0,120.314995,22.57723,,,,,高雄端,過港隧道交流道,1K+840,,unknow,
444,CCTV-N1K-E-1.841-M,,,,,,,0,120.314995,22.57723,,,,,高雄端,過港隧道交流道,1K+841,,unknow,
445,CCTV-N1K-E-2.01-M,,,,,,,0,120.31664,22.57544,,,,,高雄端,過港隧道交流道,2K+010,,unknow,
446,CCTV-N1K-E-2.204-M,,,,,,,0,120.31782,22.574118,,,,,高雄端,過港隧道交流道,2K+204,,unknow,
447,CCTV-N1K-E-2.205-M,,,,,,,0,120.31782,22.574118,,,,,高雄端,過港隧道交流道,2K+205,,unknow,
448,CCTV-N1K-E-2.93-M,,,,,,,0,120.322174,22.568953,,,,,過港隧道交流道,三、五管制站,2K+930,,unknow,
449,CCTV-N1K-E-2.931-M,,,,,,,0,120.322174,22.568953,,,,,過港隧道交流道,三、五管制站,2K+931,,unknow,
450,CCTV-N1K-W-0.45-M,,,,,,,0,120.307304,22.586248,,,,,第二貨櫃中心交流道,58管制站,0K+450,,unknow,
451,CCTV-N1K-W-1.15-M,,,,,,,0,120.31134,22.581575,,,,,高雄端,第二貨櫃中心交流道,1K+150,,unknow,
452,CCTV-N1K-W-1.38-M,,,,,,,0,120.312614,22.579966,,,,,高雄端,第二貨櫃中心交流道,1K+380,,unknow,
453,CCTV-N1K-W-2.1-M,,,,,,,0,120.31715,22.5749,,,,,過港隧道交流道,高雄端,2K+100,,unknow,
454,CCTV-N1K-W-2.91-M,,,,,,,0,120.32205,22.56912,,,,,三、五管制站,過港隧道交流道,2K+910,,unknow,
455,CCTV-N1K-W-2.911-M,,,,,,,0,120.32205,22.56912,,,,,三、五管制站,過港隧道交流道,2K+911,,unknow,
456,CCTV-N1K-W-2.92-M,,,,,,,0,120.32211,22.569036,,,,,三、五管制站,過港隧道交流道,2K+920,,unknow,
457,CCTV-N1K-W-2.921-M,,,,,,,0,120.32211,22.569036,,,,,三、五管制站,過港隧道交流道,2K+921,,unknow,
458,CCTV-N1K-W-3.11-M,,,,,,,0,120.323265,22.567688,,,,,三、五管制站,過港隧道交流道,3K+110,,unknow,
459,CCTV-N1K-W-3.111-M,,,,,,,0,120.323265,22.567688,,,,,三、五管制站,過港隧道交流道,3K+111,,unknow,
460,CCTV-N1K-W-3.397-M,,,,,,,0,120.32509,22.565765,,,,,三、五管制站,過港隧道交流道,3K+397,,unknow,
461,CCTV-N1K-W-3.398-M,,,,,,,0,120.32509,22.565765,,,,,三、五管制站,過港隧道交流道,3K+398,,unknow,
462,CCTV-N1K-W-3.399-M,,,,,,,0,120.32516,22.565683,,,,,三、五管制站,過港隧道交流道,3K+399,,unknow,
463,CCTV-N1K-W-3.4-M,,,,,,,0,120.32516,22.565683,,,,,三、五管制站,過港隧道交流道,3K+400,,unknow,
464,CCTV-N1H-S-14.74-M,00001A0001450A,,,,,,0,121.61389,25.065832,00001A,國道1號汐止五股高架道路,0,0,汐止端,堤頂交流道,14K+740,,NFB-NR,
465,CCTV-N1H-S-16.03-M,00001A0001600A,,,,,,0,121.60182,25.064306,00001A,國道1號汐止五股高架道路,0,0,汐止端,堤頂交流道,16K+030,,NFB-NR,
466,CCTV-N1H-S-17.45-M,00001A0001700A,,,,,,0,121.5875,25.06611,00001A,國道1號汐止五股高架道路,0,0,汐止端,堤頂交流道,17K+450,,NFB-NR,
467,CCTV-N1H-S-18.8-M,00001A0001830A,,,,,,0,121.57472,25.070557,00001A,國道1號汐止五股高架道路,0,0,汐止端,堤頂交流道,18K+800,,NFB-NR,
468,CCTV-N1H-S-19.29-M,00001A0001900A,,,,,,0,121.570175,25.071217,00001A,國道1號汐止五股高架道路,0,0,堤頂交流道,下塔悠交流道,19K+290,,NFB-NR,
469,CCTV-N1H-S-20.45-M,00001A0002000A,,,,,,0,121.55889,25.071943,00001A,國道1號汐止五股高架道路,0,0,堤頂交流道,下塔悠交流道,20K+450,,NFB-NR,
470,CCTV-N1H-S-20.9-M,,,,,,,0,121.554695,255.07312,,,,,下塔悠交流道,環北交流道,20K+900,,NFB-NR,
471,CCTV-N1H-S-21.88-M,00001A0002100A,,,,,,0,121.545,25.073334,00001A,國道1號汐止五股高架道路,0,0,下塔悠交流道,環北交流道,21K+880,,NFB-NR,
472,CCTV-N1H-S-23.29-M,00001A0002300A,,,,,,0,121.530556,25.07361,00001A,國道1號汐止五股高架道路,0,0,下塔悠交流道,環北交流道,23K+290,,NFB-NR,
473,CCTV-N1H-S-24.235-M,00001A0002400A,,,,,,0,121.52194,25.07639,00001A,國道1號汐止五股高架道路,0,0,下塔悠交流道,環北交流道,24K+235,,NFB-NR,
474,CCTV-N1H-S-25.06-M,00001A0002500A,,,,,,0,121.51451,25.078192,00001A,國道1號汐止五股高架道路,0,0,下塔悠交流道,環北交流道,25K+060,,NFB-NR,
475,CCTV-N1H-S-25.673-M,00001A0002500A,,,,,,0,121.50833,25.078333,00001A,國道1號汐止五股高架道路,0,0,下塔悠交流道,環北交流道,25K+673,,NFB-NR,
476,CCTV-N1H-S-26.747-M,00001A0002610F,,,,,,0,121.49774,25.076912,00001A,國道1號汐止五股高架道路,0,0,環北交流道,五股轉接道交流道,26K+747,,NFB-NR,
477,CCTV-N1H-S-27.82-M,00001A0002700F,,,,,,0,121.48722,25.074167,00001A,國道1號汐止五股高架道路,0,0,環北交流道,五股轉接道交流道,27K+820,,NFB-NR,
478,CCTV-N1H-S-28.69-M,00001A0002800F,,,,,,0,121.47945,25.073334,00001A,國道1號汐止五股高架道路,0,0,環北交流道,五股轉接道交流道,28K+690,,NFB-NR,
479,CCTV-N1H-S-29.69-M,00001A0002900F,,,,,,0,121.46957,25.07578,00001A,國道1號汐止五股高架道路,0,0,環北交流道,五股轉接道交流道,29K+690,,NFB-NR,
480,CCTV-N1H-S-30.65-M,00001A0003000F,,,,,,0,121.46,25.07527,00001A,國道1號汐止五股高架道路,0,0,環北交流道,五股轉接道交流道,30K+650,,NFB-NR,
481,CCTV-N1H-S-31.631-M,,,,,,,0,121.45064,25.072676,,,,,環北交流道,五股轉接道交流道,31K+631,,NFB-NR,
482,CCTV-N1H-S-31.76-M,,,,,,,0,121.44967,25.072195,,,,,環北交流道,五股轉接道交流道,31K+760,,NFB-NR,
483,CCTV-N1H-S-32.99-M,,,,,,,0,121.43761,25.06923,,,,,五股轉接道交流道,泰山轉接道交流道,32K+990,,NFB-NR,
484,CCTV-N1H-S-34.21-M,00001B0003400F,,,,,,0,121.42582,25.067892,00001B,國道1號五股楊梅高架道路,0,0,五股轉接道交流道,泰山轉接道交流道,34K+210,,NFB-NR,
485,CCTV-N1H-S-35.561-M,00001B0003550F,,,,,,0,121.41414,25.061134,00001B,國道1號五股楊梅高架道路,0,0,五股轉接道交流道,泰山轉接道交流道,35K+561,,NFB-NR,
486,CCTV-N1H-S-37.145-M,00001B0003700F,,,,,,0,121.40083,25.05611,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,37K+145,,NFB-NR,
487,CCTV-N1H-S-38.52-M,00001B0003800F,,,,,,0,121.39116,25.06496,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,38K+520,,NFB-NR,
488,CCTV-N1H-S-39.226-M,00001B0003900F,,,,,,0,121.38409,25.06506,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,39K+226,,NFB-NR,
489,CCTV-N1H-S-39.941-M,00001B0003900F,,,,,,0,121.37744,25.066364,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,39K+941,,NFB-NR,
490,CCTV-N1H-S-40.965-M,00001B0004000F,,,,,,0,121.37556,25.06639,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,40K+965,,NFB-NR,
491,CCTV-N1H-S-42.29-M,00001B0004230H,,,,,,0,121.35417,25.06568,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,42K+290,,NFB-NR,
492,CCTV-N1H-S-43.39-M,00001B0004300H,,,,,,0,121.34327,25.065561,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,43K+390,,NFB-NR,
493,CCTV-N1H-S-44.49-M,00001B0004400H,,,,,,0,121.33583,25.063057,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,44K+490,,NFB-NR,
494,CCTV-N1H-S-44.954-M,00001B0004400H,,,,,,0,121.33016,25.058525,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,44K+954,,NFB-NR,
495,CCTV-N1H-S-46.451-M,00001B0004600H,,,,,,0,121.320335,25.048477,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,46K+451,,NFB-NR,
496,CCTV-N1H-S-47.705-M,00001B0004700H,,,,,,0,121.30972,25.043888,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,47K+705,,NFB-NR,
497,CCTV-N1H-S-48.595-M,00001B0004800H,,,,,,0,121.30055,25.040005,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,48K+595,,NFB-NR,
498,CCTV-N1H-S-50.022-M,00001B0004900H,,,,,,0,121.28961,25.032806,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,50K+022,,NFB-NR,
499,CCTV-N1H-S-51.195-M,00001B0005100H,,,,,,0,121.28089,25.025793,00001B,國道1號五股楊梅高架道路,0,0,泰山轉接道交流道,機場系統交流道,51K+195,,NFB-NR,
500,CCTV-N1H-S-52.64-M,00001B0005200H,,,,,,0,121.27038,25.016836,00001B,國道1號五股楊梅高架道路,0,0,機場系統交流道,中壢轉接一交流道,52K+640,,NFB-NR,
501,CCTV-N1H-S-53.71-M,00001B0005300H,,,,,,0,121.26239,25.010677,00001B,國道1號五股楊梅高架道路,0,0,機場系統交流道,中壢轉接一交流道,53K+710,,NFB-NR,
502,CCTV-N1H-S-55.01-M,00001B0005400H,,,,,,0,121.25268,25.00303,00001B,國道1號五股楊梅高架道路,0,0,機場系統交流道,中壢轉接一交流道,55K+010,,NFB-NR,
503,CCTV-N1H-S-55.72-M,00001B0005500H,,,,,,0,121.24737,24.998785,00001B,國道1號五股楊梅高架道路,0,0,機場系統交流道,中壢轉接一交流道,55K+720,,NFB-NR,
504,CCTV-N1H-S-56.77-M,00001B0005600H,,,,,,0,121.24024,24.991884,00001B,國道1號五股楊梅高架道路,0,0,機場系統交流道,中壢轉接一交流道,56K+770,,NFB-NR,
505,CCTV-N1H-S-57.725-M,00001B0005700H,,,,,,0,121.23385,24.985361,00001B,國道1號五股楊梅高架道路,0,0,機場系統交流道,中壢轉接一交流道,57K+725,,NFB-NR,
506,CCTV-N1H-S-58.793-M,00001B0005800H,,,,,,0,121.22621,24.978664,00001B,國道1號五股楊梅高架道路,0,0,中壢轉接一交流道,中壢轉接二交流道,58K+793,,NFB-NR,
507,CCTV-N1H-S-60.2-M,,,,,,,0,121.21611,24.97,,,,,中壢轉接一交流道,中壢轉接二交流道,60K+200,,NFB-NR,
508,CCTV-N1H-S-61.1-M,00001B0006100H,,,,,,0,121.20873,24.96467,00001B,國道1號五股楊梅高架道路,0,0,中壢轉接二交流道,校前路交流道,61K+100,,NFB-NR,
509,CCTV-N1H-S-62-M,00001B0006200H,,,,,,0,121.20179,24.95978,00001B,國道1號五股楊梅高架道路,0,0,中壢轉接二交流道,校前路交流道,62K+000,,NFB-NR,
510,CCTV-N1H-S-63.045-M,00001B0006300H,,,,,,0,121.19645,24.95219,00001B,國道1號五股楊梅高架道路,0,0,中壢轉接二交流道,校前路交流道,63K+045,,NFB-NR,
511,CCTV-N1H-S-65.024-M,00001B0006500H,,,,,,0,121.18891,24.935968,00001B,國道1號五股楊梅高架道路,0,0,中壢轉接二交流道,校前路交流道,65K+024,,NFB-NR,
512,CCTV-N1H-S-66-M,00001B0006500H,,,,,,0,121.18131,24.93156,00001B,國道1號五股楊梅高架道路,0,0,中壢轉接二交流道,校前路交流道,66K+000,,NFB-NR,
513,CCTV-N1H-S-67-M,00001B0006700H,,,,,,0,121.171936,24.926483,00001B,國道1號五股楊梅高架道路,0,0,中壢轉接二交流道,校前路交流道,67K+000,,NFB-NR,
514,CCTV-N1H-S-68.34-M,00001B0006800H,,,,,,0,121.16674,24.9165,00001B,國道1號五股楊梅高架道路,0,0,中壢轉接二交流道,校前路交流道,68K+340,,NFB-NR,
515,CCTV-N1H-S-69.505-M,00001B0006900H,,,,,,0,121.1633,24.90731,00001B,國道1號五股楊梅高架道路,0,0,中壢轉接二交流道,校前路交流道,69K+505,,NFB-NR,
516,CCTV-N1H-S-70.5-M,,,,,,,0,121.15443,24.90152,,,,,校前路交流道,楊梅端,70K+500,,NFB-NR,
517,CCTV-N1H-S-70.5-M,,,,,,,0,121.15443,24.90152,,,,,校前路交流道,楊梅端,70K+500,,NFB-NR,
518,CCTV-N1H-S-71-M,,,,,,,0,121.147095,24.900126,,,,,校前路交流道,楊梅端,71K+000,,NFB-NR,
519,CCTV-N1H-N-15.37-M,00001A0101510A,,,,,,0,121.60778,25.064722,00001A,國道1號汐止五股高架道路,0,1,堤頂交流道,汐止端,15K+370,,NFB-NR,
520,CCTV-N1H-N-16.38-M,00001A0101600A,,,,,,0,121.598724,25.06354,00001A,國道1號汐止五股高架道路,0,1,堤頂交流道,汐止端,16K+380,,NFB-NR,
521,CCTV-N1H-N-17.6-M,00001A0101700A,,,,,,0,121.58611,25.06611,00001A,國道1號汐止五股高架道路,0,1,堤頂交流道,汐止端,17K+600,,NFB-NR,
522,CCTV-N1H-N-18.4-M,00001A0101800A,,,,,,0,121.57833,25.069166,00001A,國道1號汐止五股高架道路,0,1,堤頂交流道,汐止端,18K+400,,NFB-NR,
523,CCTV-N1H-N-19.35-M,00001A0101940A,,,,,,0,121.56991,25.070822,00001A,國道1號汐止五股高架道路,0,1,下塔悠交流道,堤頂交流道,19K+350,,NFB-NR,
524,CCTV-N1H-N-20.8-M,00001A0102080A,,,,,,0,121.55556,25.072222,00001A,國道1號汐止五股高架道路,0,1,環北交流道,下塔悠交流道,20K+800,,NFB-NR,
525,CCTV-N1H-N-21.8-M,00001A0102100A,,,,,,0,121.54585,25.072273,00001A,國道1號汐止五股高架道路,0,1,環北交流道,下塔悠交流道,21K+800,,NFB-NR,
526,CCTV-N1H-N-22.7-M,00001A0102200A,,,,,,0,121.537575,25.072502,00001A,國道1號汐止五股高架道路,0,1,環北交流道,下塔悠交流道,22K+700,,NFB-NR,
527,CCTV-N1H-N-23.92-M,00001A0102300A,,,,,,0,121.525276,25.074722,00001A,國道1號汐止五股高架道路,0,1,環北交流道,下塔悠交流道,23K+920,,NFB-NR,
528,CCTV-N1H-N-24.9-M,00001A0102400A,,,,,,0,121.51611,25.077223,00001A,國道1號汐止五股高架道路,0,1,環北交流道,下塔悠交流道,24K+900,,NFB-NR,
529,CCTV-N1H-N-25.12-M,00001A0102500A,,,,,,0,121.51395,25.077572,00001A,國道1號汐止五股高架道路,0,1,環北交流道,下塔悠交流道,25K+120,,NFB-NR,
530,CCTV-N1H-N-26-M,00001A0102500A,,,,,,0,121.505646,25.077694,00001A,國道1號汐止五股高架道路,0,1,環北交流道,下塔悠交流道,26K+000,,NFB-NR,
531,CCTV-N1H-N-27.11-M,00001A0102700F,,,,,,0,121.49406,25.075205,00001A,國道1號汐止五股高架道路,0,1,五股轉接道交流道,環北交流道,27K+110,,NFB-NR,
532,CCTV-N1H-N-27.25-M,00001A0102700F,,,,,,0,121.49306,25.075,00001A,國道1號汐止五股高架道路,0,1,五股轉接道交流道,環北交流道,27K+250,,NFB-NR,
533,CCTV-N1H-N-28.2-M,00001A0102800F,,,,,,0,121.48405,25.073215,00001A,國道1號汐止五股高架道路,0,1,五股轉接道交流道,環北交流道,28K+200,,NFB-NR,
534,CCTV-N1H-N-29.2-M,00001A0102900F,,,,,,0,121.47417,25.074167,00001A,國道1號汐止五股高架道路,0,1,五股轉接道交流道,環北交流道,29K+200,,NFB-NR,
535,CCTV-N1H-N-30.25-M,00001A0103000F,,,,,,0,121.464165,25.075556,00001A,國道1號汐止五股高架道路,0,1,五股轉接道交流道,環北交流道,30K+250,,NFB-NR,
536,CCTV-N1H-N-30.728-M,,,,,,,0,121.45886,25.07435,,,,,五股轉接道交流道,環北交流道,30K+728,,NFB-NR,
537,CCTV-N1H-N-31.2-M,,,,,,,0,121.454865,25.073357,,,,,五股轉接道交流道,環北交流道,31K+200,,NFB-NR,
538,CCTV-N1H-N-31.602-M,,,,,,,0,121.4515,25.071304,,,,,五股轉接道交流道,環北交流道,31K+602,,NFB-NR,
539,CCTV-N1H-N-32.48-M,,,,,,,0,121.44384,25.07015,,,,,泰山轉接道交流道,五股轉接道交流道,32K+480,,NFB-NR,
540,CCTV-N1H-N-32.972-M,,,,,,,0,121.438614,25.068056,,,,,泰山轉接道交流道,五股轉接道交流道,32K+972,,NFB-NR,
541,CCTV-N1H-N-34.043-M,00001B0103400F,,,,,,0,121.42767,25.0678,00001B,國道1號五股楊梅高架道路,0,1,泰山轉接道交流道,五股轉接道交流道,34K+043,,NFB-NR,
542,CCTV-N1H-N-35.063-M,00001B0103500F,,,,,,0,121.41915,25.063423,00001B,國道1號五股楊梅高架道路,0,1,泰山轉接道交流道,五股轉接道交流道,35K+063,,NFB-NR,
543,CCTV-N1H-N-36.573-M,00001B0103640F,,,,,,0,121.40677,25.05598,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,36K+573,,NFB-NR,
544,CCTV-N1H-N-37.849-M,00001B0103700F,,,,,,0,121.39611,25.060556,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,37K+849,,NFB-NR,
545,CCTV-N1H-N-38.624-M,00001B0103800F,,,,,,0,121.39056,25.065,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,38K+624,,NFB-NR,
546,CCTV-N1H-N-39.392-M,00001B0103900F,,,,,,0,121.383,25.06482,00001B,國道1號五股楊梅高架道路,0,1,機場系統交流道,泰山轉接道交流道,39K+392,,NFB-NR,
